run,timestamp,mode,duration_s,topology,jfi,agg_throughput_mbps,link_util_pct,pdr_pct,flow1_mbps,flow2_mbps,flow3_mbps,flow4_mbps
1,2026-05-03T02:04:21,p4cci,60,dumbbell,0.8887,6.03,98.89,0.0,1.34,1.13,1.14,2.42
